"license_year","hunting_district","deer_species","hunters","total_harvest","bucks","does","bow","rifle","x4_or_more_points","success_rate_per_hunter"
2013,"341","all_deer",393,54,48,6,0,54,17,0.137404580152672
2013,"341","md",393,37,37,0,0,37,9,NA
2013,"341","wt",393,17,11,6,0,17,8,NA
2013,"343","all_deer",739,210,147,63,14,196,66,0.284167794316644
2013,"343","md",739,153,115,39,11,142,44,NA
2013,"343","wt",739,57,33,24,3,54,23,NA
2013,"350","all_deer",919,152,118,31,11,141,48,0.165397170837867
2013,"350","md",919,101,101,0,3,99,39,NA
2013,"350","wt",919,51,17,31,8,42,9,NA
2013,"360","all_deer",1220,409,206,200,28,381,125,0.335245901639344
2013,"360","md",1220,95,92,3,3,92,42,NA
2013,"360","wt",1220,314,113,198,25,289,83,NA
2013,"361","all_deer",202,17,11,6,3,14,6,0.0841584158415842
2013,"361","md",202,9,9,0,3,6,3,NA
2013,"361","wt",202,9,3,6,0,9,3,NA
2013,"362","all_deer",287,39,37,3,0,39,28,0.13588850174216
2013,"362","md",287,28,28,0,0,28,20,NA
2013,"362","wt",287,11,9,3,0,11,9,NA
2013,"370","all_deer",501,57,39,18,2,55,11,0.11377245508982
2013,"370","md",501,31,31,0,0,31,6,NA
2013,"370","wt",501,26,9,18,2,24,6,NA
2013,"380","all_deer",2048,760,489,259,35,725,249,0.37109375
2013,"380","md",2048,322,280,42,9,313,80,NA
2013,"380","wt",2048,438,210,217,26,412,169,NA
2013,"388","all_deer",597,238,112,119,35,203,59,0.398659966499162
2013,"388","md",597,106,42,59,10,96,11,NA
2013,"388","wt",597,133,70,60,25,107,48,NA
2013,"390","all_deer",363,128,91,37,3,125,52,0.352617079889807
2013,"390","md",363,62,58,4,0,62,30,NA
2013,"390","wt",363,66,33,33,3,63,23,NA
2013,"391","all_deer",853,420,286,134,24,396,154,0.492379835873388
2013,"391","md",853,223,182,41,12,211,74,NA
2013,"391","wt",853,197,104,92,12,185,79,NA
2013,"392","all_deer",881,358,262,96,25,332,107,0.406356413166856
2013,"392","md",881,254,220,34,16,238,84,NA
2013,"392","wt",881,103,42,62,9,94,22,NA
2013,"393","all_deer",1874,507,388,119,20,487,228,0.270544290288154
2013,"393","md",1874,257,239,17,9,248,110,NA
2013,"393","wt",1874,250,149,102,11,239,118,NA
2013,"400","all_deer",1355,527,439,85,10,517,273,0.388929889298893
2013,"400","md",1355,408,380,25,10,397,225,NA
2013,"400","wt",1355,119,59,60,0,119,48,NA
2013,"401","all_deer",1467,653,471,180,22,631,328,0.445126107702795
2013,"401","md",1467,431,353,77,10,420,233,NA
2013,"401","wt",1467,222,118,102,11,211,95,NA
2013,"403","all_deer",364,140,121,19,6,134,70,0.384615384615385
2013,"403","md",364,118,113,5,3,115,62,NA
2013,"403","wt",364,22,8,14,3,20,8,NA
2013,"404","all_deer",2129,907,650,247,64,844,387,0.426021606387976
2013,"404","md",2129,453,412,41,6,447,211,NA
2013,"404","wt",2129,455,238,206,58,396,177,NA
2013,"405","all_deer",936,614,394,215,20,594,206,0.655982905982906
2013,"405","md",936,549,372,173,14,535,183,NA
2013,"405","wt",936,65,23,42,6,59,23,NA
2013,"406","all_deer",730,293,216,77,3,290,127,0.401369863013699
2013,"406","md",730,190,155,35,3,187,78,NA
2013,"406","wt",730,103,61,43,0,103,50,NA
2013,"410","all_deer",1469,373,337,36,11,362,195,0.253914227365555
2013,"410","md",1469,292,290,3,6,287,156,NA
2013,"410","wt",1469,81,48,33,6,75,39,NA
2013,"411","all_deer",2660,1467,996,464,43,1424,738,0.551503759398496
2013,"411","md",2660,543,490,53,7,536,322,NA
2013,"411","wt",2660,924,505,411,36,888,416,NA
2013,"412","all_deer",1262,688,568,120,7,681,344,0.545166402535658
2013,"412","md",1262,476,425,52,7,469,223,NA
2013,"412","wt",1262,212,144,68,0,212,121,NA
2013,"413","all_deer",2403,1255,811,433,64,1191,507,0.522263836870578
2013,"413","md",2403,730,560,167,29,701,298,NA
2013,"413","wt",2403,525,251,265,35,490,209,NA
2013,"415","all_deer",101,6,6,0,0,6,3,0.0594059405940594
2013,"415","md",101,3,3,0,0,3,3,NA
2013,"415","wt",101,3,3,0,0,3,0,NA
2013,"416","all_deer",1356,410,255,153,28,382,162,0.3023598820059
2013,"416","md",1356,205,187,18,22,183,103,NA
2013,"416","wt",1356,205,68,135,6,199,59,NA
2013,"417","all_deer",690,295,287,7,3,292,189,0.427536231884058
2013,"417","md",690,266,265,2,3,264,175,NA
2013,"417","wt",690,28,23,6,0,28,14,NA
2013,"418","all_deer",574,276,202,72,14,263,115,0.480836236933798
2013,"418","md",574,137,126,12,0,137,67,NA
2013,"418","wt",574,139,76,60,14,126,48,NA
2013,"419","all_deer",427,202,194,8,3,200,135,0.473067915690867
2013,"419","md",427,174,169,6,0,174,112,NA
2013,"419","wt",427,28,25,3,3,25,22,NA
2013,"420","all_deer",265,49,39,10,1,48,34,0.184905660377358
2013,"420","md",265,31,31,0,0,31,28,NA
2013,"420","wt",265,18,9,10,1,17,6,NA
2013,"421","all_deer",478,234,163,71,8,227,90,0.489539748953975
2013,"421","md",478,188,144,44,8,180,76,NA
2013,"421","wt",478,47,20,27,0,47,14,NA
2013,"422","all_deer",542,157,125,29,7,150,100,0.289667896678967
2013,"422","md",542,70,64,6,4,66,47,NA
2013,"422","wt",542,87,61,22,3,84,53,NA
2013,"423","all_deer",620,315,257,58,4,311,143,0.508064516129032
2013,"423","md",620,227,195,32,0,227,101,NA
2013,"423","wt",620,88,61,27,4,84,42,NA
2013,"424","all_deer",240,59,36,20,3,56,17,0.245833333333333
2013,"424","md",240,28,28,0,0,28,11,NA
2013,"424","wt",240,31,9,20,3,28,6,NA
2013,"425","all_deer",639,142,126,16,3,140,70,0.222222222222222
2013,"425","md",639,98,92,5,3,95,45,NA
2013,"425","wt",639,45,34,11,0,45,25,NA
2013,"426","all_deer",820,430,417,13,0,430,310,0.524390243902439
2013,"426","md",820,396,389,8,0,396,288,NA
2013,"426","wt",820,34,28,6,0,34,22,NA
2013,"432","all_deer",999,319,293,26,6,313,150,0.319319319319319
2013,"432","md",999,243,228,15,6,237,110,NA
2013,"432","wt",999,76,65,11,0,76,40,NA
2013,"441","all_deer",860,340,245,95,3,337,187,0.395348837209302
2013,"441","md",860,210,169,41,3,207,131,NA
2013,"441","wt",860,130,76,54,0,130,56,NA
2013,"442","all_deer",700,240,196,44,6,234,148,0.342857142857143
2013,"442","md",700,131,115,16,6,125,76,NA
2013,"442","wt",700,109,81,28,0,109,73,NA
2013,"444","all_deer",775,381,267,115,24,357,194,0.491612903225806
2013,"444","md",775,135,100,34,0,135,48,NA
2013,"444","wt",775,247,166,80,24,223,147,NA
2013,"445","all_deer",1712,1111,667,420,38,1072,433,0.648948598130841
2013,"445","md",1712,504,408,91,5,499,227,NA
2013,"445","wt",1712,607,259,329,34,573,206,NA
2013,"446","all_deer",885,313,209,100,3,310,131,0.353672316384181
2013,"446","md",885,119,114,5,0,119,50,NA
2013,"446","wt",885,194,95,95,3,191,81,NA
2013,"447","all_deer",1718,835,717,115,36,799,469,0.486030267753201
2013,"447","md",1718,588,559,29,17,571,340,NA
2013,"447","wt",1718,247,158,87,20,228,130,NA
2013,"448","all_deer",702,183,154,26,6,178,90,0.260683760683761
2013,"448","md",702,127,126,1,6,121,73,NA
2013,"448","wt",702,56,28,25,0,56,17,NA
2013,"449","all_deer",537,168,151,17,7,161,75,0.312849162011173
2013,"449","md",537,109,109,0,3,106,36,NA
2013,"449","wt",537,59,42,17,4,55,39,NA
2013,"450","all_deer",470,232,140,89,11,221,84,0.493617021276596
2013,"450","md",470,80,48,33,0,80,20,NA
2013,"450","wt",470,152,93,56,11,141,65,NA
2013,"452","all_deer",349,72,62,10,3,69,36,0.206303724928367
2013,"452","md",349,48,48,0,3,45,25,NA
2013,"452","wt",349,24,14,10,0,24,11,NA
2013,"454","all_deer",669,148,129,18,0,148,73,0.221225710014948
2013,"454","md",669,81,81,0,0,81,42,NA
2013,"454","wt",669,66,48,18,0,66,31,NA
2013,"455","all_deer",65,48,40,8,11,37,32,0.738461538461539
2013,"455","md",65,25,25,0,0,25,18,NA
2013,"455","wt",65,23,14,8,11,12,14,NA
2013,"471","all_deer",549,275,263,12,0,275,170,0.500910746812386
2013,"471","md",549,257,246,10,0,257,158,NA
2013,"471","wt",549,18,17,1,0,18,11,NA
2013,"500","all_deer",2173,823,580,230,40,783,321,0.378739070409572
2013,"500","md",2173,657,515,135,20,637,284,NA
2013,"500","wt",2173,167,65,96,20,147,37,NA
2013,"502","all_deer",1794,813,450,360,35,779,258,0.453177257525084
2013,"502","md",1794,511,306,204,9,502,154,NA
2013,"502","wt",1794,302,144,156,26,276,104,NA
2013,"510","all_deer",381,254,164,87,10,244,88,0.666666666666667
2013,"510","md",381,211,147,65,7,205,79,NA
2013,"510","wt",381,43,17,23,3,40,8,NA
2013,"511","all_deer",578,242,153,88,4,237,82,0.418685121107266
2013,"511","md",578,105,104,2,3,102,50,NA
2013,"511","wt",578,136,49,86,2,135,32,NA
2013,"520","all_deer",2143,1141,661,464,36,1105,405,0.53243117125525
2013,"520","md",2143,362,325,38,3,360,152,NA
2013,"520","wt",2143,778,336,426,33,746,254,NA
2013,"530","all_deer",1148,614,422,176,17,597,300,0.534843205574913
2013,"530","md",1148,437,326,98,0,437,227,NA
2013,"530","wt",1148,177,96,79,17,160,74,NA
2013,"540","all_deer",713,261,174,75,4,256,115,0.366058906030856
2013,"540","md",713,126,126,0,3,123,78,NA
2013,"540","wt",713,135,48,75,1,133,37,NA
2013,"560","all_deer",1554,877,518,348,25,852,346,0.564350064350064
2013,"560","md",1554,381,322,60,6,376,190,NA
2013,"560","wt",1554,496,196,288,20,476,157,NA
2013,"570","all_deer",1347,796,489,300,32,764,338,0.5909428359317
2013,"570","md",1347,341,310,28,6,335,196,NA
2013,"570","wt",1347,455,179,271,26,429,143,NA
2013,"575","all_deer",2802,1626,1053,539,88,1539,531,0.580299785867238
2013,"575","md",2802,717,666,43,6,712,282,NA
2013,"575","wt",2802,909,387,496,82,827,249,NA
2013,"580","all_deer",1851,1276,710,543,66,1210,492,0.689357104267963
2013,"580","md",1851,493,402,85,15,478,235,NA
2013,"580","wt",1851,783,307,458,51,732,257,NA
2013,"590","all_deer",4649,1883,1214,646,52,1831,719,0.405033340503334
2013,"590","md",4649,1353,937,407,16,1337,526,NA
2013,"590","wt",4649,530,277,239,36,494,193,NA
2013,"600","all_deer",1961,909,606,290,33,877,332,0.463539010708822
2013,"600","md",1961,675,483,187,5,670,239,NA
2013,"600","wt",1961,235,123,103,28,207,93,NA
2013,"611","all_deer",743,411,310,97,3,408,232,0.553162853297443
2013,"611","md",743,314,243,69,0,314,173,NA
2013,"611","wt",743,97,67,28,3,94,59,NA
2013,"620","all_deer",1085,390,282,106,6,385,178,0.359447004608295
2013,"620","md",1085,328,237,89,0,328,138,NA
2013,"620","wt",1085,62,45,17,6,57,39,NA
2013,"621","all_deer",815,235,202,31,0,235,122,0.288343558282209
2013,"621","md",815,217,191,23,0,217,113,NA
2013,"621","wt",815,19,11,7,0,19,8,NA
2013,"622","all_deer",369,65,56,9,0,65,25,0.176151761517615
2013,"622","md",369,65,56,9,0,65,25,NA
2013,"630","all_deer",839,380,267,108,3,377,180,0.452920143027414
2013,"630","md",839,280,204,75,0,280,128,NA
2013,"630","wt",839,100,64,33,3,97,52,NA
2013,"631","all_deer",224,35,33,1,0,35,17,0.15625
2013,"631","md",224,32,31,1,0,32,17,NA
2013,"631","wt",224,3,3,0,0,3,0,NA
2013,"632","all_deer",272,68,61,4,0,68,25,0.25
2013,"632","md",272,62,55,4,0,62,22,NA
2013,"632","wt",272,6,6,0,0,6,3,NA
2013,"640","all_deer",1636,998,682,316,3,995,544,0.610024449877751
2013,"640","md",1636,603,382,222,3,600,286,NA
2013,"640","wt",1636,395,301,94,0,395,258,NA
2013,"641","all_deer",583,240,173,66,9,231,134,0.411663807890223
2013,"641","md",583,98,73,25,6,93,48,NA
2013,"641","wt",583,141,100,41,3,139,86,NA
2013,"650","all_deer",977,404,314,87,7,397,236,0.413510747185261
2013,"650","md",977,300,246,55,3,298,173,NA
2013,"650","wt",977,104,69,32,5,99,63,NA
2013,"651","all_deer",1512,695,504,182,3,692,383,0.459656084656085
2013,"651","md",1512,458,327,123,3,455,224,NA
2013,"651","wt",1512,237,176,59,0,237,159,NA
2013,"652","all_deer",45,25,16,9,2,23,13,0.555555555555556
2013,"652","md",45,22,13,9,2,20,10,NA
2013,"652","wt",45,3,3,0,0,3,3,NA
2013,"670","all_deer",2016,1224,941,278,7,1216,715,0.607142857142857
2013,"670","md",2016,943,728,209,0,943,528,NA
2013,"670","wt",2016,281,213,68,7,274,187,NA
2013,"680","all_deer",668,448,287,154,4,444,217,0.67065868263473
2013,"680","md",668,424,273,147,2,422,206,NA
2013,"680","wt",668,24,14,7,3,21,11,NA
2013,"690","all_deer",2728,1564,1132,421,14,1551,825,0.573313782991202
2013,"690","md",2728,1359,1006,343,10,1349,711,NA
2013,"690","wt",2728,205,126,77,3,201,115,NA
2013,"700","all_deer",2835,1472,1076,388,35,1438,717,0.519223985890653
2013,"700","md",2835,1064,916,145,22,1041,596,NA
2013,"700","wt",2835,409,160,243,13,396,121,NA
2013,"701","all_deer",3401,1839,1255,566,34,1806,850,0.540723316671567
2013,"701","md",3401,1077,915,152,3,1074,569,NA
2013,"701","wt",3401,763,340,414,31,732,281,NA
2013,"702","all_deer",2470,1291,937,348,96,1195,719,0.522672064777328
2013,"702","md",2470,999,833,165,59,940,624,NA
2013,"702","wt",2470,292,104,183,38,254,95,NA
2013,"703","all_deer",4301,2259,1506,736,61,2198,1108,0.525226691467101
2013,"703","md",4301,1324,1090,226,8,1316,748,NA
2013,"703","wt",4301,935,416,510,53,882,360,NA
2013,"704","all_deer",4692,2653,2104,530,56,2597,1466,0.565430520034101
2013,"704","md",4692,2050,1829,213,31,2019,1218,NA
2013,"704","wt",4692,604,275,317,25,578,248,NA
2013,"705","all_deer",4274,2789,2197,582,72,2718,1565,0.652550304164717
2013,"705","md",4274,1792,1651,135,14,1778,1091,NA
2013,"705","wt",4274,998,546,446,58,940,474,NA
2014,"100","all_deer",NA,1104,1039,65,20,1084,473,NA
2014,"100","md",NA,158,156,3,3,156,48,NA
2014,"100","wt",NA,945,883,62,17,928,425,NA
2014,"101","all_deer",NA,1178,1073,100,28,1150,539,NA
2014,"101","md",NA,93,93,0,3,91,31,NA
2014,"101","wt",NA,1085,980,100,26,1059,508,NA
2014,"102","all_deer",NA,851,759,87,14,837,411,NA
2014,"102","md",NA,43,40,3,0,43,14,NA
2014,"102","wt",NA,808,719,84,14,794,396,NA
2014,"103","all_deer",NA,895,836,45,23,873,401,NA
2014,"103","md",NA,153,153,0,6,147,48,NA
2014,"103","wt",NA,742,684,45,17,725,353,NA
2014,"104","all_deer",NA,507,476,28,11,495,263,NA
2014,"104","md",NA,85,85,0,0,85,37,NA
2014,"104","wt",NA,422,391,28,11,410,226,NA
2014,"109","all_deer",NA,259,226,30,5,254,113,NA
2014,"109","md",NA,18,18,0,0,18,7,NA
2014,"109","wt",NA,240,208,30,5,236,106,NA
2014,"110","all_deer",NA,474,420,54,24,450,252,NA
2014,"110","md",NA,26,26,0,3,23,14,NA
2014,"110","wt",NA,449,395,54,21,428,238,NA
2014,"120","all_deer",NA,862,749,113,43,819,413,NA
2014,"120","md",NA,31,31,0,3,28,9,NA
2014,"120","wt",NA,831,718,113,40,791,405,NA
2014,"121","all_deer",NA,1250,1081,169,63,1187,593,NA
2014,"121","md",NA,110,107,3,6,104,50,NA
2014,"121","wt",NA,1141,974,166,58,1083,543,NA
2014,"122","all_deer",NA,841,624,217,20,821,320,NA
2014,"122","md",NA,129,127,2,6,123,65,NA
2014,"122","wt",NA,712,496,215,14,697,255,NA
2014,"123","all_deer",NA,209,204,6,6,204,127,NA
2014,"123","md",NA,45,45,0,3,42,34,NA
2014,"123","wt",NA,164,159,6,3,161,93,NA
2014,"124","all_deer",NA,287,183,102,11,276,102,NA
2014,"124","md",NA,39,34,5,0,39,20,NA
2014,"124","wt",NA,248,149,97,11,237,82,NA
2014,"130","all_deer",NA,700,620,74,3,697,399,NA
2014,"130","md",NA,27,27,0,0,27,18,NA
2014,"130","wt",NA,673,593,74,3,670,381,NA
2014,"132","all_deer",NA,462,362,97,23,438,229,NA
2014,"132","md",NA,47,47,0,0,47,19,NA
2014,"132","wt",NA,414,314,97,23,391,210,NA
2014,"140","all_deer",NA,141,133,9,3,138,76,NA
2014,"140","md",NA,31,28,3,0,31,20,NA
2014,"140","wt",NA,110,104,6,3,107,56,NA
2014,"141","all_deer",NA,17,17,0,0,17,9,NA
2014,"141","md",NA,9,9,0,0,9,6,NA
2014,"141","wt",NA,9,9,0,0,9,3,NA
2014,"150","all_deer",NA,42,42,0,0,42,25,NA
2014,"150","md",NA,23,23,0,0,23,17,NA
2014,"150","wt",NA,20,20,0,0,20,8,NA
2014,"170","all_deer",NA,1391,682,688,166,1225,422,NA
2014,"170","md",NA,28,14,14,2,26,6,NA
2014,"170","wt",NA,1363,668,675,164,1199,416,NA
2014,"200","all_deer",NA,150,144,3,0,150,82,NA
2014,"200","md",NA,26,26,0,0,26,14,NA
2014,"200","wt",NA,124,119,3,0,124,68,NA
2014,"201","all_deer",NA,538,486,52,9,530,234,NA
2014,"201","md",NA,59,59,0,0,59,25,NA
2014,"201","wt",NA,479,427,52,9,470,209,NA
2014,"202","all_deer",NA,408,381,24,0,408,242,NA
2014,"202","md",NA,79,79,0,0,79,50,NA
2014,"202","wt",NA,329,302,24,0,329,192,NA
2014,"203","all_deer",NA,405,365,41,9,397,184,NA
2014,"203","md",NA,136,136,0,3,133,54,NA
2014,"203","wt",NA,269,229,41,6,264,130,NA
2014,"204","all_deer",NA,554,450,104,48,506,256,NA
2014,"204","md",NA,197,164,32,11,185,72,NA
2014,"204","wt",NA,357,286,72,37,321,185,NA
2014,"210","all_deer",NA,239,208,28,4,235,114,NA
2014,"210","md",NA,47,47,0,0,47,31,NA
2014,"210","wt",NA,192,161,28,4,187,84,NA
2014,"211","all_deer",NA,91,82,9,11,79,31,NA
2014,"211","md",NA,34,34,0,9,25,14,NA
2014,"211","wt",NA,57,48,9,3,54,17,NA
2014,"212","all_deer",NA,487,390,87,26,462,185,NA
2014,"212","md",NA,179,160,17,6,173,49,NA
2014,"212","wt",NA,308,230,70,20,289,136,NA
2014,"213","all_deer",NA,172,138,34,9,163,92,NA
2014,"213","md",NA,80,57,22,3,77,31,NA
2014,"213","wt",NA,92,80,12,6,87,61,NA
2014,"214","all_deer",NA,72,63,9,2,70,26,NA
2014,"214","md",NA,26,26,0,2,24,3,NA
2014,"214","wt",NA,46,37,9,0,46,23,NA
2014,"215","all_deer",NA,278,208,64,14,264,119,NA
2014,"215","md",NA,113,95,18,11,102,42,NA
2014,"215","wt",NA,165,114,46,3,162,78,NA
2014,"216","all_deer",NA,113,113,0,0,113,62,NA
2014,"216","md",NA,65,65,0,0,65,34,NA
2014,"216","wt",NA,48,48,0,0,48,28,NA
2014,"240","all_deer",NA,875,615,247,118,757,313,NA
2014,"240","md",NA,118,108,10,2,116,39,NA
2014,"240","wt",NA,757,506,237,116,641,274,NA
2014,"250","all_deer",NA,106,87,17,0,106,43,NA
2014,"250","md",NA,13,13,0,0,13,7,NA
2014,"250","wt",NA,93,74,17,0,93,37,NA
2014,"260","all_deer",NA,622,231,386,463,159,150,NA
2014,"260","md",NA,17,14,3,3,14,6,NA
2014,"260","wt",NA,605,217,384,460,145,145,NA
2014,"261","all_deer",NA,242,195,38,31,211,118,NA
2014,"261","md",NA,33,23,10,5,29,22,NA
2014,"261","wt",NA,209,172,28,27,182,96,NA
2014,"270","all_deer",NA,389,288,96,18,371,196,NA
2014,"270","md",NA,52,46,3,9,43,39,NA
2014,"270","wt",NA,337,242,93,9,328,157,NA
2014,"280","all_deer",NA,37,37,0,6,31,26,NA
2014,"280","md",NA,9,9,0,0,9,6,NA
2014,"280","wt",NA,28,28,0,6,23,20,NA
2014,"281","all_deer",NA,329,284,42,9,320,166,NA
2014,"281","md",NA,49,49,0,0,49,26,NA
2014,"281","wt",NA,280,235,42,9,271,140,NA
2014,"282","all_deer",NA,51,34,18,3,49,25,NA
2014,"282","wt",NA,51,34,18,3,49,25,NA
2014,"283","all_deer",NA,358,299,57,44,314,139,NA
2014,"283","md",NA,55,53,2,2,53,20,NA
2014,"283","wt",NA,303,246,55,42,261,119,NA
2014,"284","all_deer",NA,44,43,2,26,19,28,NA
2014,"284","md",NA,6,6,0,0,6,3,NA
2014,"284","wt",NA,38,37,2,26,13,26,NA
2014,"285","all_deer",NA,673,550,117,5,669,279,NA
2014,"285","md",NA,51,45,6,0,51,20,NA
2014,"285","wt",NA,622,505,112,5,618,260,NA
2014,"290","all_deer",NA,92,60,32,64,28,46,NA
2014,"290","md",NA,3,3,0,3,0,3,NA
2014,"290","wt",NA,89,58,32,61,28,44,NA
2014,"291","all_deer",NA,84,67,17,3,81,45,NA
2014,"291","md",NA,47,47,0,0,47,36,NA
2014,"291","wt",NA,37,20,17,3,34,9,NA
2014,"292","all_deer",NA,534,468,67,9,525,215,NA
2014,"292","md",NA,217,216,1,3,214,66,NA
2014,"292","wt",NA,318,252,66,6,311,149,NA
2014,"293","all_deer",NA,282,254,28,9,274,127,NA
2014,"293","md",NA,130,130,0,6,124,54,NA
2014,"293","wt",NA,152,124,28,3,149,74,NA
2014,"298","all_deer",NA,65,62,0,0,65,37,NA
2014,"298","md",NA,6,6,0,0,6,3,NA
2014,"298","wt",NA,59,57,0,0,59,34,NA
2014,"300","all_deer",NA,70,58,12,2,68,39,NA
2014,"300","md",NA,41,41,0,2,39,25,NA
2014,"300","wt",NA,29,17,12,0,29,14,NA
2014,"301","all_deer",NA,186,144,42,20,167,71,NA
2014,"301","md",NA,79,71,9,3,76,20,NA
2014,"301","wt",NA,107,74,34,17,90,51,NA
2014,"302","all_deer",NA,141,130,11,0,141,69,NA
2014,"302","md",NA,113,110,3,0,113,54,NA
2014,"302","wt",NA,28,20,8,0,28,15,NA
2014,"309","all_deer",NA,454,215,237,76,377,154,NA
2014,"309","md",NA,26,20,7,0,26,11,NA
2014,"309","wt",NA,427,196,230,76,351,143,NA
2014,"310","all_deer",NA,25,9,16,7,18,9,NA
2014,"310","md",NA,11,9,3,6,6,9,NA
2014,"310","wt",NA,13,0,13,2,12,0,NA
2014,"311","all_deer",NA,706,430,273,56,649,285,NA
2014,"311","md",NA,190,190,0,9,181,93,NA
2014,"311","wt",NA,516,241,273,48,468,191,NA
2014,"312","all_deer",NA,1298,524,762,130,1168,368,NA
2014,"312","md",NA,169,161,8,2,167,72,NA
2014,"312","wt",NA,1129,363,754,129,1000,297,NA
2014,"313","all_deer",NA,236,219,17,3,233,151,NA
2014,"313","md",NA,202,202,0,3,199,143,NA
2014,"313","wt",NA,34,17,17,0,34,9,NA
2014,"314","all_deer",NA,486,389,97,34,452,231,NA
2014,"314","md",NA,253,253,0,20,234,132,NA
2014,"314","wt",NA,233,136,97,14,219,99,NA
2014,"315","all_deer",NA,759,503,234,43,716,322,NA
2014,"315","md",NA,229,223,6,3,226,96,NA
2014,"315","wt",NA,530,280,229,40,490,226,NA
2014,"316","all_deer",NA,29,23,6,3,26,14,NA
2014,"316","md",NA,17,17,0,0,17,9,NA
2014,"316","wt",NA,12,6,6,3,9,6,NA
2014,"317","all_deer",NA,746,430,306,53,693,275,NA
2014,"317","md",NA,190,190,0,3,187,99,NA
2014,"317","wt",NA,557,240,306,50,507,176,NA
2014,"318","all_deer",NA,68,59,9,4,64,16,NA
2014,"318","md",NA,60,59,1,4,56,16,NA
2014,"318","wt",NA,8,0,8,0,8,0,NA
2014,"319","all_deer",NA,119,93,26,2,117,44,NA
2014,"319","md",NA,87,76,11,2,85,35,NA
2014,"319","wt",NA,33,17,15,0,33,9,NA
2014,"320","all_deer",NA,714,393,316,64,650,278,NA
2014,"320","md",NA,122,122,0,3,119,62,NA
2014,"320","wt",NA,593,272,316,61,531,216,NA
2014,"321","all_deer",NA,42,34,8,11,31,23,NA
2014,"321","md",NA,23,20,3,11,11,11,NA
2014,"321","wt",NA,20,14,6,0,20,11,NA
2014,"322","all_deer",NA,1148,471,663,100,1048,317,NA
2014,"322","md",NA,169,154,15,3,167,64,NA
2014,"322","wt",NA,979,317,648,97,882,253,NA
2014,"323","all_deer",NA,84,79,5,0,84,40,NA
2014,"323","md",NA,65,65,0,0,65,34,NA
2014,"323","wt",NA,19,14,5,0,19,6,NA
2014,"324","all_deer",NA,82,55,24,6,76,39,NA
2014,"324","md",NA,35,30,6,3,32,19,NA
2014,"324","wt",NA,47,25,19,3,44,20,NA
2014,"325","all_deer",NA,652,486,159,26,626,254,NA
2014,"325","md",NA,263,263,0,0,263,74,NA
2014,"325","wt",NA,389,223,159,26,363,181,NA
2014,"326","all_deer",NA,221,170,51,9,212,116,NA
2014,"326","md",NA,99,90,9,3,96,45,NA
2014,"326","wt",NA,122,79,43,6,116,71,NA
2014,"327","all_deer",NA,88,79,9,3,85,42,NA
2014,"327","md",NA,59,59,0,3,56,25,NA
2014,"327","wt",NA,29,20,9,0,29,17,NA
2014,"328","all_deer",NA,38,38,0,5,34,14,NA
2014,"328","md",NA,38,38,0,5,34,14,NA
2014,"329","all_deer",NA,153,121,30,14,139,64,NA
2014,"329","md",NA,78,67,11,14,64,24,NA
2014,"329","wt",NA,76,54,19,0,76,40,NA
2014,"330","all_deer",NA,266,198,68,11,255,110,NA
2014,"330","md",NA,126,119,8,11,115,45,NA
2014,"330","wt",NA,140,79,61,0,140,65,NA
2014,"331","all_deer",NA,449,357,91,10,439,154,NA
2014,"331","md",NA,248,245,3,6,243,82,NA
2014,"331","wt",NA,200,112,89,4,196,72,NA
2014,"332","all_deer",NA,64,57,8,3,61,20,NA
2014,"332","md",NA,54,51,3,3,51,20,NA
2014,"332","wt",NA,10,6,5,0,10,0,NA
2014,"333","all_deer",NA,760,470,266,49,711,330,NA
2014,"333","md",NA,147,147,0,3,144,85,NA
2014,"333","wt",NA,613,322,266,46,567,245,NA
2014,"334","all_deer",NA,34,31,3,6,28,14,NA
2014,"334","md",NA,23,23,0,3,20,9,NA
2014,"334","wt",NA,11,9,3,3,9,6,NA
2014,"335","all_deer",NA,201,178,23,17,184,73,NA
2014,"335","md",NA,147,145,3,11,136,42,NA
2014,"335","wt",NA,54,34,20,6,48,31,NA
2014,"339","all_deer",NA,199,157,43,11,189,63,NA
2014,"339","md",NA,116,116,0,5,111,39,NA
2014,"339","wt",NA,84,41,43,6,78,24,NA
2014,"340","all_deer",NA,1025,591,424,74,951,379,NA
2014,"340","md",NA,237,229,8,9,228,74,NA
2014,"340","wt",NA,788,362,416,66,722,305,NA
2014,"341","all_deer",NA,110,99,11,0,110,37,NA
2014,"341","md",NA,82,82,0,0,82,31,NA
2014,"341","wt",NA,28,17,11,0,28,6,NA
2014,"343","all_deer",NA,148,111,37,19,129,46,NA
2014,"343","md",NA,100,97,3,13,87,35,NA
2014,"343","wt",NA,48,14,34,6,42,11,NA
2014,"350","all_deer",NA,152,136,16,3,149,37,NA
2014,"350","md",NA,125,122,3,0,125,28,NA
2014,"350","wt",NA,27,14,13,3,25,9,NA
2014,"360","all_deer",NA,484,273,205,49,435,193,NA
2014,"360","md",NA,150,137,13,19,132,83,NA
2014,"360","wt",NA,334,136,191,31,304,110,NA
2014,"361","all_deer",NA,23,23,0,6,17,11,NA
2014,"361","md",NA,14,14,0,6,9,3,NA
2014,"361","wt",NA,9,9,0,0,9,9,NA
2014,"362","all_deer",NA,70,62,8,3,67,28,NA
2014,"362","md",NA,48,48,0,3,45,20,NA
