"license_year","hunting_district","hunters","total_harvest","bulls","cows","bow","rifle","x6_or_more_points","success_rate_per_hunter"
2010,"292",1840,192,99,87,5,187,25,0.104347826086957
2010,"293",1426,172,144,26,14,158,55,0.120617110799439
2010,"298",712,184,53,125,10,174,11,0.258426966292135
2010,"300",1178,278,98,160,24,254,30,0.235993208828523
2010,"301",1221,137,90,42,22,115,41,0.112203112203112
2010,"302",753,191,68,112,2,189,10,0.253652058432935
2010,"309",258,44,14,31,0,44,6,0.170542635658915
2010,"310",742,170,151,19,21,149,90,0.22911051212938
2010,"311",841,255,113,133,22,233,77,0.30321046373365
2010,"312",1408,327,153,161,10,316,80,0.232244318181818
2010,"313",1297,393,301,86,11,382,208,0.303006939090208
2010,"314",1894,728,234,461,38,690,157,0.384371700105597
2010,"315",1829,545,194,316,44,502,83,0.297977036632039
2010,"316",163,44,28,17,3,42,22,0.269938650306748
2010,"317",772,232,93,128,17,215,57,0.300518134715026
2010,"318",1272,227,119,92,34,193,22,0.178459119496855
2010,"319",1013,139,111,28,14,125,47,0.137216189536032
2010,"320",1254,223,89,129,3,220,27,0.177830940988836
2010,"321",1394,283,81,181,56,226,25,0.203012912482066
2010,"322",820,144,78,66,8,135,19,0.175609756097561
2010,"323",962,175,75,98,18,157,33,0.181912681912682
2010,"324",1222,257,139,105,25,232,39,0.210310965630115
2010,"325",1310,212,141,58,14,199,41,0.161832061068702
2010,"326",461,46,38,8,0,46,7,0.0997830802603037
2010,"327",994,183,105,67,14,169,50,0.1841046277666
2010,"328",549,134,56,70,12,121,19,0.24408014571949
2010,"329",1159,260,128,113,27,232,49,0.224331320103538
2010,"330",1072,156,95,55,14,142,42,0.145522388059701
2010,"331",1572,251,111,131,8,242,25,0.159669211195929
2010,"332",1134,246,155,81,22,223,18,0.216931216931217
2010,"333",858,144,77,67,6,139,20,0.167832167832168
2010,"334",509,79,31,44,16,63,19,0.155206286836935
2010,"335",1050,206,95,102,11,195,31,0.196190476190476
2010,"339",1170,315,65,217,3,312,26,0.269230769230769
2010,"340",1795,309,146,154,20,290,50,0.172144846796657
2010,"341",540,74,56,18,3,71,14,0.137037037037037
2010,"343",1523,313,92,182,32,281,22,0.205515430072226
2010,"350",1110,164,108,49,17,147,22,0.147747747747748
2010,"360",2239,639,249,355,28,611,123,0.285395265743636
2010,"361",501,95,43,46,18,77,12,0.189620758483034
2010,"362",929,255,106,132,24,230,50,0.27448869752422
2010,"370",643,101,44,53,3,98,17,0.157076205287714
2010,"380",3559,738,312,398,42,696,84,0.207361618432144
2010,"388",184,11,3,8,3,8,0,0.0597826086956522
2010,"390",704,239,117,109,6,234,80,0.339488636363636
2010,"391",1259,377,212,154,46,330,102,0.299444003177125
2010,"392",1970,488,161,282,36,452,69,0.247715736040609
2010,"393",1855,507,222,246,31,476,117,0.273315363881402
2010,"400",106,16,8,6,5,11,3,0.150943396226415
2010,"401",285,64,23,34,14,50,13,0.224561403508772
2010,"403",11,0,0,0,0,0,0,0
2010,"404",143,14,8,5,0,14,6,0.0979020979020979
2010,"405",31,3,3,0,0,3,3,0.0967741935483871
2010,"406",44,3,0,3,3,0,0,0.0681818181818182
2010,"410",1536,390,199,185,163,227,149,0.25390625
2010,"411",1235,339,186,124,86,253,128,0.274493927125506
2010,"412",363,139,58,71,17,122,34,0.382920110192837
2010,"413",1031,175,94,70,22,153,42,0.169738118331717
2010,"415",176,25,19,6,3,22,6,0.142045454545455
2010,"416",1618,315,160,145,35,279,74,0.194684796044499
2010,"417",508,102,42,57,11,91,31,0.200787401574803
2010,"418",478,147,61,75,8,139,19,0.307531380753138
2010,"419",108,19,14,5,0,19,8,0.175925925925926
2010,"420",452,127,55,68,20,107,27,0.280973451327434
2010,"421",362,140,44,80,8,132,14,0.386740331491713
2010,"422",422,74,38,34,8,66,24,0.175355450236967
2010,"423",449,77,31,47,6,72,19,0.171492204899777
2010,"424",360,37,17,18,3,34,8,0.102777777777778
2010,"425",509,52,36,16,0,52,22,0.102161100196464
2010,"426",112,23,6,17,3,20,4,0.205357142857143
2010,"432",872,138,83,46,3,135,22,0.158256880733945
2010,"441",481,117,41,67,8,109,30,0.243243243243243
2010,"442",883,186,95,75,13,173,49,0.210645526613817
2010,"444",184,26,19,5,3,24,11,0.141304347826087
2010,"445",836,351,138,191,19,332,93,0.419856459330144
2010,"446",1044,345,152,176,28,317,72,0.330459770114943
2010,"447",542,209,75,122,24,186,46,0.385608856088561
2010,"448",1072,176,80,82,10,166,13,0.164179104477612
2010,"449",582,131,67,45,19,112,22,0.225085910652921
2010,"450",140,29,13,14,5,24,6,0.207142857142857
2010,"452",594,165,69,85,17,148,25,0.277777777777778
2010,"454",891,146,53,85,8,138,25,0.163860830527497
2010,"455",203,105,60,38,14,90,49,0.517241379310345
2010,"471",34,3,3,0,0,3,0,0.0882352941176471
2010,"500",256,30,11,13,8,22,9,0.1171875
2010,"502",144,7,5,3,2,6,3,0.0486111111111111
2010,"510",48,3,0,3,0,3,0,0.0625
2010,"511",234,50,17,31,3,47,9,0.213675213675214
2010,"520",970,190,106,76,30,160,35,0.195876288659794
2010,"530",353,38,6,29,3,36,6,0.107648725212465
2010,"540",1008,234,94,102,3,231,33,0.232142857142857
2010,"560",770,174,102,70,6,168,41,0.225974025974026
2010,"570",313,58,31,27,6,52,22,0.185303514376997
2010,"575",414,42,16,26,2,40,8,0.101449275362319
2010,"580",1201,385,185,193,40,345,106,0.320566194837635
2010,"590",1414,365,178,175,68,297,131,0.258132956152758
2010,"600",105,3,3,0,0,3,3,0.0285714285714286
2010,"620",760,114,72,42,61,53,47,0.15
2010,"621",499,114,53,53,23,91,38,0.228456913827655
2010,"622",740,307,52,242,22,286,40,0.414864864864865
2010,"630",79,10,0,10,0,10,0,0.126582278481013
2010,"631",287,100,44,55,35,65,34,0.348432055749129
2010,"632",136,36,26,10,20,16,18,0.264705882352941
2010,"640",21,17,11,6,0,17,0,0.80952380952381
2010,"651",51,18,16,3,2,17,6,0.352941176470588
2010,"670",42,8,5,3,0,8,2,0.19047619047619
2010,"680",53,3,1,2,0,3,1,0.0566037735849057
2010,"690",298,134,40,86,16,118,36,0.449664429530201
2010,"700",1088,387,181,192,63,323,130,0.355698529411765
2010,"701",215,70,32,32,17,53,22,0.325581395348837
2010,"702",326,85,34,46,17,68,27,0.260736196319018
2010,"703",127,12,10,2,3,9,0,0.094488188976378
2010,"704",745,141,61,72,36,105,43,0.189261744966443
2010,"705",239,51,30,20,10,41,17,0.213389121338912
2011,"100",1960,120,78,42,16,104,20,0.0612244897959184
2011,"101",1768,110,42,64,8,101,6,0.0622171945701357
2011,"102",1600,53,31,22,8,45,3,0.033125
2011,"103",1990,78,36,34,14,64,14,0.0391959798994975
2011,"104",1345,85,61,23,21,64,39,0.0631970260223048
2011,"109",386,43,20,21,0,43,3,0.11139896373057
2011,"110",1111,32,22,10,8,24,8,0.0288028802880288
2011,"120",1323,62,42,15,0,62,20,0.0468631897203326
2011,"121",2941,361,229,121,56,305,86,0.122747364841891
2011,"122",1520,91,53,36,11,80,17,0.0598684210526316
2011,"123",673,44,28,16,0,44,11,0.0653789004457652
2011,"124",512,32,20,10,3,30,0,0.0625
2011,"130",1595,66,45,22,14,52,14,0.0413793103448276
2011,"132",591,40,20,21,3,37,8,0.0676818950930626
2011,"140",919,68,62,7,17,51,36,0.073993471164309
2011,"141",199,14,14,0,0,14,8,0.0703517587939698
2011,"150",519,90,81,6,0,90,53,0.173410404624277
2011,"151",93,17,14,3,3,14,8,0.182795698924731
2011,"170",341,22,8,14,0,22,0,0.0645161290322581
2011,"200",648,31,20,11,3,28,6,0.0478395061728395
2011,"201",1526,91,47,39,8,82,14,0.0596330275229358
2011,"202",1085,70,55,12,11,59,22,0.0645161290322581
2011,"203",1223,69,31,38,6,64,11,0.0564186426819297
2011,"204",1180,67,47,20,7,59,14,0.0567796610169492
2011,"210",1518,322,87,227,20,303,25,0.212121212121212
2011,"211",489,92,28,57,5,87,6,0.188139059304703
2011,"212",1952,378,214,158,38,339,72,0.193647540983607
2011,"213",714,127,33,90,6,121,8,0.177871148459384
2011,"214",600,72,30,43,10,62,5,0.12
2011,"215",2582,493,212,256,33,460,48,0.190937257939582
2011,"216",435,71,24,45,6,66,14,0.163218390804598
2011,"240",1377,109,59,50,6,103,17,0.0791575889615105
2011,"250",262,27,22,5,0,27,4,0.103053435114504
2011,"260",252,16,3,14,6,11,0,0.0634920634920635
2011,"261",769,97,61,33,19,78,22,0.126137841352406
2011,"270",2658,318,226,82,31,287,73,0.119638826185102
2011,"280",372,45,45,0,3,42,14,0.120967741935484
2011,"281",1493,137,80,53,18,119,13,0.0917615539182853
2011,"282",163,17,4,11,0,17,0,0.104294478527607
2011,"283",1348,107,43,61,8,98,14,0.0793768545994065
2011,"284",122,6,3,3,3,3,0,0.0491803278688525
2011,"285",1793,129,67,53,8,121,22,0.0719464584495259
2011,"290",272,43,14,23,8,35,3,0.158088235294118
2011,"291",958,183,61,116,14,169,25,0.191022964509395
2011,"292",1700,175,87,85,8,167,39,0.102941176470588
2011,"293",1649,149,126,24,22,127,39,0.0903577926015767
2011,"298",817,184,72,102,0,184,22,0.225214198286414
2011,"300",1080,233,103,121,24,209,16,0.215740740740741
2011,"301",1156,136,91,42,20,116,31,0.117647058823529
2011,"302",803,196,82,109,7,189,20,0.244084682440847
2011,"309",178,20,14,6,0,20,6,0.112359550561798
2011,"310",922,99,93,5,30,68,54,0.107375271149675
2011,"311",892,167,84,78,17,151,45,0.187219730941704
2011,"312",1551,305,174,121,22,283,84,0.196647324306899
2011,"313",1189,224,161,63,12,212,85,0.188393608074012
2011,"314",1786,344,120,221,20,324,64,0.192609182530795
2011,"315",2024,430,168,252,36,395,84,0.212450592885375
2011,"316",117,11,3,8,0,11,3,0.094017094017094
2011,"317",781,126,67,53,14,112,25,0.161331626120359
2011,"318",1198,144,78,66,6,139,28,0.120200333889816
2011,"319",1028,114,95,19,17,97,50,0.110894941634241
2011,"320",1158,170,92,64,6,165,39,0.146804835924007
2011,"321",1558,280,51,199,26,255,10,0.179717586649551
2011,"322",821,112,65,42,6,106,31,0.136419001218027
2011,"323",990,133,70,43,14,119,22,0.134343434343434
2011,"324",1280,262,100,142,17,245,36,0.2046875
2011,"325",1241,244,121,118,8,236,50,0.196615632554392
2011,"326",462,76,42,31,8,67,17,0.164502164502165
2011,"327",1130,225,130,84,34,191,60,0.199115044247788
2011,"328",649,125,61,61,8,117,11,0.192604006163328
2011,"329",1225,188,112,68,25,163,48,0.153469387755102
2011,"330",1063,112,31,81,8,104,14,0.105362182502352
2011,"331",1457,170,67,100,16,154,8,0.116678105696637
2011,"332",1273,208,148,55,39,169,25,0.163393558523174
2011,"333",790,88,46,33,6,82,14,0.111392405063291
2011,"334",509,68,25,43,20,49,11,0.133595284872299
2011,"335",1080,154,78,68,6,149,25,0.142592592592593
2011,"339",1293,289,82,181,11,278,22,0.223511214230472
2011,"340",2062,311,173,134,21,289,33,0.15082444228904
2011,"341",460,39,31,8,8,31,11,0.0847826086956522
2011,"343",1616,183,53,115,9,173,20,0.113242574257426
2011,"350",1039,120,64,49,17,103,22,0.115495668912416
2011,"360",1875,286,122,144,24,262,66,0.152533333333333
2011,"361",511,91,48,40,6,85,17,0.178082191780822
2011,"362",944,166,50,107,22,144,14,0.175847457627119
2011,"370",723,101,37,59,10,91,8,0.13969571230982
2011,"380",3371,546,267,267,39,507,46,0.161969741916345
2011,"388",194,22,11,8,0,22,3,0.11340206185567
2011,"390",673,124,58,55,23,101,38,0.184249628528975
2011,"391",1227,262,140,105,20,243,72,0.213528932355338
2011,"392",1893,360,158,188,43,316,54,0.190174326465927
2011,"393",2121,469,242,201,17,452,117,0.221122112211221
2011,"400",86,6,0,3,0,6,0,0.0697674418604651
2011,"401",272,39,11,25,7,32,4,0.143382352941176
2011,"404",177,17,3,11,0,17,0,0.096045197740113
2011,"405",56,3,3,0,3,0,3,0.0535714285714286
2011,"410",1533,389,160,213,155,234,113,0.253750815394651
2011,"411",1265,271,142,117,80,191,103,0.214229249011858
2011,"412",430,139,64,72,30,109,46,0.323255813953488
2011,"413",953,123,61,54,17,107,17,0.12906610703043
2011,"415",246,25,8,17,0,25,3,0.101626016260163
2011,"416",1742,280,117,149,45,235,50,0.160734787600459
2011,"417",579,197,59,133,12,185,42,0.340241796200345
2011,"418",367,46,25,18,3,44,3,0.125340599455041
2011,"419",63,5,0,5,0,5,0,0.0793650793650794
2011,"420",433,108,41,53,14,93,22,0.249422632794457
2011,"421",370,112,31,76,14,99,20,0.302702702702703
2011,"422",478,96,48,44,3,93,22,0.200836820083682
2011,"423",485,92,28,55,0,92,11,0.189690721649485
2011,"424",394,58,39,19,3,55,34,0.147208121827411
2011,"425",622,75,36,33,6,69,17,0.120578778135048
2011,"426",151,50,20,31,3,47,13,0.33112582781457
2011,"432",992,125,73,47,22,103,13,0.126008064516129
2011,"441",451,72,18,52,6,66,18,0.159645232815965
2011,"442",962,160,50,102,5,155,30,0.166320166320166
2011,"444",256,33,22,8,3,31,3,0.12890625
2011,"445",899,289,104,157,24,265,83,0.32146829810901
2011,"446",1199,352,181,161,34,318,103,0.293577981651376
2011,"447",706,193,80,109,27,166,64,0.273371104815864
2011,"448",1102,118,78,35,10,108,22,0.107078039927405
2011,"449",747,138,86,41,3,135,25,0.184738955823293
2011,"450",166,25,6,17,7,18,6,0.150602409638554
2011,"452",669,160,90,57,31,129,31,0.239162929745889
2011,"454",1020,150,75,69,37,113,28,0.147058823529412
2011,"455",195,98,43,55,3,95,25,0.502564102564103
2011,"471",40,3,0,3,0,3,0,0.075
2011,"500",279,48,13,30,9,39,12,0.172043010752688
2011,"502",160,13,9,4,1,12,2,0.08125
2011,"511",189,21,10,8,6,15,7,0.111111111111111
2011,"520",1156,180,95,78,6,174,24,0.155709342560554
2011,"530",441,60,10,51,6,55,7,0.136054421768707
2011,"540",1081,253,103,127,8,245,20,0.234042553191489
2011,"560",947,241,136,92,21,220,53,0.254487856388596
2011,"570",317,73,25,42,7,66,18,0.230283911671924
2011,"575",454,76,18,55,6,70,9,0.167400881057269
2011,"580",1250,349,180,151,23,326,73,0.2792
2011,"590",1625,417,178,207,53,363,112,0.256615384615385
2011,"600",81,6,0,6,0,6,0,0.0740740740740741
2011,"620",692,146,78,54,67,78,54,0.210982658959538
2011,"621",529,147,33,109,15,132,18,0.277882797731569
2011,"622",725,340,87,235,52,288,56,0.468965517241379
2011,"630",44,6,3,3,0,6,2,0.136363636363636
2011,"631",279,93,41,50,26,67,24,0.333333333333333
2011,"632",123,38,17,22,9,30,11,0.308943089430894
2011,"650",12,3,0,3,0,3,0,0.25
2011,"651",21,3,3,0,0,3,0,0.142857142857143
2011,"680",59,12,6,5,2,11,6,0.203389830508475
2011,"690",299,110,29,73,15,95,27,0.367892976588629
2011,"700",1140,486,144,315,54,432,100,0.426315789473684
2011,"701",264,59,29,31,18,41,18,0.223484848484848
2011,"702",363,82,39,34,15,66,28,0.225895316804408
2011,"703",162,28,22,5,0,28,3,0.172839506172839
2011,"704",817,175,57,100,24,151,42,0.214198286413709
2011,"705",274,62,30,28,17,45,23,0.226277372262774
2012,"100",1719,65,57,8,8,56,22,0.0378126817917394
2012,"101",1567,61,47,12,8,52,17,0.0389278876834716
2012,"102",1428,36,33,3,3,33,17,0.0252100840336134
2012,"103",1752,32,31,1,6,26,14,0.0182648401826484
2012,"104",1169,53,42,11,8,44,19,0.0453378956372968
2012,"109",371,42,31,11,0,42,11,0.113207547169811
2012,"110",981,28,22,3,6,22,11,0.0285423037716616
2012,"120",1093,25,25,0,6,20,11,0.0228728270814273
2012,"121",2681,282,237,42,67,215,87,0.105184632599776
2012,"122",1504,55,49,4,7,48,27,0.0365691489361702
2012,"123",663,59,50,8,3,56,22,0.0889894419306184
2012,"124",404,32,25,7,3,30,6,0.0792079207920792
2012,"130",1270,29,28,1,6,23,6,0.0228346456692913
2012,"132",527,4,0,4,0,4,0,0.00759013282732448
2012,"140",826,31,25,6,6,26,17,0.0375302663438257
2012,"141",192,17,14,3,3,14,8,0.0885416666666667
2012,"150",585,117,105,8,6,111,56,0.2
2012,"151",94,21,21,0,6,16,14,0.223404255319149
2012,"170",242,14,6,8,0,14,0,0.0578512396694215
2012,"200",582,22,20,3,6,17,6,0.0378006872852234
2012,"201",1335,79,67,10,11,68,22,0.0591760299625468
2012,"202",881,45,43,2,7,38,15,0.0510783200908059
2012,"203",1089,33,33,0,6,28,8,0.0303030303030303
2012,"204",1063,51,36,15,8,43,17,0.0479774223894638
2012,"210",1438,188,81,97,13,175,17,0.130737134909597
2012,"211",517,60,45,13,11,49,14,0.11605415860735
2012,"212",2152,364,206,152,56,308,53,0.169144981412639
2012,"213",643,121,47,62,17,104,19,0.188180404354588
2012,"214",610,59,36,21,14,45,6,0.0967213114754098
2012,"215",2666,498,304,165,35,464,35,0.186796699174794
2012,"216",482,65,36,27,11,54,10,0.134854771784232
2012,"240",1213,102,61,38,17,85,17,0.0840890354492993
2012,"250",147,25,18,7,5,21,4,0.170068027210884
2012,"260",202,31,19,11,11,19,6,0.153465346534653
2012,"261",835,115,81,34,11,104,39,0.137724550898204
2012,"270",1630,283,206,72,15,268,44,0.17361963190184
2012,"280",247,43,36,6,8,34,20,0.174089068825911
2012,"281",1381,119,102,17,14,105,35,0.0861694424330195
2012,"282",146,14,6,8,0,14,0,0.0958904109589041
2012,"283",1246,89,62,20,12,77,28,0.0714285714285714
2012,"284",88,3,0,3,0,3,0,0.0340909090909091
2012,"285",1660,64,55,9,18,45,28,0.0385542168674699
2012,"290",249,25,6,19,5,20,6,0.100401606425703
2012,"291",868,158,79,74,11,146,28,0.182027649769585
2012,"292",1755,104,58,45,3,101,11,0.0592592592592593
2012,"293",1594,179,155,24,28,151,47,0.112296110414053
2012,"298",865,145,56,84,8,136,14,0.167630057803468
2012,"300",981,227,135,93,27,200,57,0.231396534148828
2012,"301",1231,114,72,39,22,92,47,0.0926076360682372
2012,"302",920,249,68,162,16,232,21,0.270652173913043
2012,"309",236,25,17,6,3,22,14,0.105932203389831
2012,"310",882,128,112,16,38,90,72,0.145124716553288
2012,"311",958,233,116,111,25,208,78,0.24321503131524
2012,"312",1832,332,173,141,31,301,103,0.181222707423581
2012,"313",941,185,167,18,11,174,89,0.196599362380446
2012,"314",1397,282,182,90,38,245,119,0.201861130994989
2012,"315",2086,451,181,243,48,404,101,0.216203259827421
2012,"316",131,14,11,3,3,11,6,0.106870229007634
2012,"317",733,131,78,51,8,123,36,0.178717598908595
2012,"318",1305,180,109,67,39,141,31,0.137931034482759
2012,"319",1100,209,164,42,31,178,64,0.19
2012,"320",1199,166,89,72,11,155,50,0.138448707256047
2012,"321",1637,269,80,157,56,213,38,0.164324984728161
2012,"322",797,137,95,39,17,120,39,0.17189460476788
2012,"323",1048,182,108,66,36,146,50,0.173664122137405
2012,"324",1165,229,139,84,36,193,70,0.19656652360515
2012,"325",1268,281,198,72,20,262,77,0.221608832807571
2012,"326",378,74,46,25,8,66,30,0.195767195767196
2012,"327",1052,227,129,93,34,193,65,0.215779467680608
2012,"328",605,168,89,77,16,152,34,0.277685950413223
2012,"329",1235,252,131,106,26,226,58,0.204048582995951
2012,"330",930,133,103,27,22,111,47,0.143010752688172
2012,"331",1565,223,128,91,8,215,31,0.142492012779553
2012,"332",1152,175,126,47,40,135,53,0.151909722222222
2012,"333",888,131,68,52,8,123,39,0.147522522522523
2012,"334",660,70,49,15,21,49,8,0.106060606060606
2012,"335",1234,198,108,81,16,181,20,0.160453808752026
2012,"339",1459,219,58,126,9,210,20,0.150102810143934
2012,"340",2016,304,191,102,19,285,72,0.150793650793651
2012,"341",490,53,45,8,3,50,17,0.108163265306122
2012,"343",1402,146,77,57,10,135,22,0.10413694721826
2012,"350",1245,218,146,61,26,192,56,0.175100401606426
2012,"360",1390,186,140,43,20,166,83,0.133812949640288
2012,"361",523,40,22,16,13,28,17,0.0764818355640535
2012,"362",633,88,69,20,22,66,37,0.139020537124803
2012,"370",843,123,64,55,0,123,22,0.145907473309609
2012,"380",3396,489,267,200,43,445,66,0.143992932862191
2012,"388",198,6,0,6,0,6,0,0.0303030303030303
2012,"390",721,215,116,92,14,201,64,0.298196948682386
2012,"391",1310,307,216,79,43,264,114,0.234351145038168
2012,"392",1753,240,159,81,40,200,46,0.136908157444381
2012,"393",2234,591,252,311,40,551,133,0.264547896150403
2012,"400",64,11,3,8,0,11,0,0.171875
2012,"401",328,50,15,30,12,38,10,0.152439024390244
2012,"403",25,3,3,0,0,3,3,0.12
2012,"404",165,13,7,6,2,11,2,0.0787878787878788
2012,"406",55,3,0,3,0,3,0,0.0545454545454545
2012,"410",1871,412,185,220,174,238,124,0.220203099946553
2012,"411",1420,354,183,156,114,241,107,0.249295774647887
2012,"412",410,110,55,50,28,83,49,0.268292682926829
2012,"413",1062,140,78,54,8,132,42,0.131826741996234
2012,"415",195,16,13,3,11,6,8,0.0820512820512821
2012,"416",1986,410,201,189,57,352,111,0.206445115810675
2012,"417",487,105,45,52,3,102,34,0.215605749486653
2012,"418",365,57,39,18,0,57,11,0.156164383561644
2012,"419",60,14,8,5,0,14,3,0.233333333333333
2012,"420",449,88,63,26,32,57,32,0.195991091314031
2012,"421",314,92,34,50,11,81,14,0.292993630573248
2012,"422",686,120,58,50,8,112,20,0.174927113702624
2012,"423",471,77,42,35,3,74,25,0.16348195329087
2012,"424",355,26,17,9,0,26,8,0.0732394366197183
2012,"425",640,173,31,136,3,170,11,0.2703125
2012,"426",156,39,21,17,8,31,15,0.25
2012,"432",964,118,61,51,8,110,19,0.122406639004149
2012,"441",494,76,28,45,3,73,18,0.153846153846154
2012,"442",1037,188,78,98,21,167,37,0.18129218900675
2012,"444",202,42,20,20,3,39,6,0.207920792079208
2012,"445",885,279,114,151,21,258,84,0.315254237288136
2012,"446",1237,404,215,181,36,368,103,0.326596604688763
2012,"447",662,125,56,66,12,113,39,0.188821752265861
2012,"448",1260,214,140,67,28,186,64,0.16984126984127
2012,"449",842,144,78,49,9,135,33,0.171021377672209
2012,"450",194,27,13,15,4,23,6,0.139175257731959
2012,"452",680,160,98,57,19,141,30,0.235294117647059
2012,"454",926,122,69,51,8,114,19,0.131749460043197
2012,"455",223,84,58,24,8,76,39,0.376681614349776
2012,"471",34,2,2,0,2,0,0,0.0588235294117647
2012,"500",376,31,14,18,2,30,12,0.0824468085106383
2012,"502",202,36,12,24,12,24,12,0.178217821782178
2012,"510",54,11,0,8,0,11,0,0.203703703703704
2012,"511",191,23,11,8,3,20,9,0.120418848167539
2012,"520",1069,200,131,68,13,187,40,0.187090739008419
2012,"530",466,57,9,42,6,52,5,0.122317596566524
2012,"540",1073,151,73,73,7,144,22,0.140726933830382
2012,"560",1055,244,143,98,21,223,64,0.231279620853081
2012,"570",382,80,26,46,10,70,21,0.209424083769634
2012,"575",448,50,14,27,0,50,9,0.111607142857143
2012,"580",1269,393,211,165,36,357,117,0.309692671394799
2012,"590",1795,497,169,314,74,423,120,0.276880222841226
2012,"600",100,3,3,0,3,0,3,0.03
2012,"620",742,111,65,40,64,47,40,0.149595687331536
2012,"621",587,136,60,70,40,96,43,0.231686541737649
2012,"622",545,141,38,101,15,126,20,0.258715596330275
2012,"630",36,5,4,1,0,5,2,0.138888888888889
2012,"631",262,73,31,42,17,56,19,0.278625954198473
2012,"632",127,22,18,4,5,18,12,0.173228346456693
2012,"651",53,4,0,1,3,1,0,0.0754716981132075
2012,"652",12,2,2,0,0,2,2,0.166666666666667
2012,"670",29,8,0,8,0,8,0,0.275862068965517
2012,"680",66,6,4,2,4,2,4,0.0909090909090909
2012,"690",307,69,27,41,7,62,27,0.224755700325733
2012,"700",1172,423,179,220,86,337,142,0.360921501706485
2012,"701",300,47,26,21,3,45,12,0.156666666666667
2012,"702",523,128,23,95,17,111,14,0.244741873804971
2012,"703",130,11,11,0,0,11,11,0.0846153846153846
2012,"704",719,148,54,90,15,133,41,0.205841446453408
2012,"705",277,49,26,23,14,35,14,0.176895306859206
2013,"100",NA,65,48,16,11,54,17,NA
2013,"101",NA,80,45,36,7,73,8,NA
2013,"102",NA,53,45,8,14,39,17,NA
2013,"103",NA,45,34,9,20,26,14,NA
2013,"104",NA,64,53,10,14,50,34,NA
2013,"109",NA,25,3,22,0,25,0,NA
2013,"110",NA,35,34,2,6,30,14,NA
2013,"120",NA,44,39,5,6,38,8,NA
2013,"121",NA,244,183,57,61,182,75,NA
2013,"122",NA,49,42,4,8,41,6,NA
2013,"123",NA,40,22,18,6,35,0,NA
2013,"124",NA,18,14,3,0,18,6,NA
2013,"130",NA,34,34,0,3,31,8,NA
2013,"132",NA,8,3,3,0,8,0,NA
2013,"140",NA,26,20,7,6,21,14,NA
2013,"141",NA,14,14,0,8,6,11,NA
2013,"150",NA,103,95,8,3,101,47,NA
2013,"151",NA,20,20,0,0,20,14,NA
2013,"170",NA,25,6,20,0,25,6,NA
2013,"200",NA,21,14,6,3,18,6,NA
2013,"201",NA,96,59,35,19,77,20,NA
2013,"202",NA,41,38,3,6,35,8,NA
2013,"203",NA,25,22,3,0,25,3,NA
2013,"204",NA,72,56,16,14,58,34,NA
2013,"210",NA,230,102,117,16,214,19,NA
2013,"211",NA,72,34,37,11,61,17,NA
2013,"212",NA,391,189,194,37,355,66,NA
2013,"213",NA,95,50,43,6,89,17,NA
2013,"214",NA,49,22,25,4,45,8,NA
2013,"215",NA,388,201,187,62,326,61,NA
2013,"216",NA,39,30,6,6,33,8,NA
2013,"240",NA,86,48,34,13,73,7,NA
2013,"250",NA,32,23,9,11,21,13,NA
2013,"260",NA,17,8,5,8,8,3,NA
2013,"261",NA,86,58,27,8,78,25,NA
2013,"270",NA,371,269,83,49,322,73,NA
2013,"280",NA,36,28,8,0,36,11,NA
2013,"281",NA,64,50,14,17,48,20,NA
2013,"282",NA,19,1,17,3,16,0,NA
2013,"283",NA,74,42,29,11,63,8,NA
2013,"284",NA,11,6,6,6,6,6,NA
2013,"285",NA,62,53,9,6,56,28,NA
2013,"290",NA,39,16,23,6,34,3,NA
2013,"291",NA,120,34,81,11,109,8,NA
2013,"292",NA,74,36,35,16,58,14,NA
2013,"293",NA,115,81,28,22,93,34,NA
2013,"298",NA,113,42,71,3,110,11,NA
2013,"300",NA,230,124,100,17,213,55,NA
2013,"301",NA,126,87,36,20,106,45,NA
2013,"302",NA,283,128,148,22,261,51,NA
2013,"309",NA,31,17,14,6,25,8,NA
2013,"310",NA,74,68,6,24,50,42,NA
2013,"311",NA,150,78,64,17,134,42,NA
2013,"312",NA,280,162,108,25,255,84,NA
2013,"313",NA,187,165,22,14,174,88,NA
2013,"314",NA,269,188,81,15,254,127,NA
2013,"315",NA,432,175,237,34,398,94,NA
2013,"317",NA,125,76,49,6,120,39,NA
2013,"318",NA,125,42,76,21,104,14,NA
2013,"319",NA,148,117,25,34,114,39,NA
2013,"320",NA,153,84,70,11,142,36,NA
2013,"321",NA,228,48,152,33,195,11,NA
2013,"322",NA,144,78,66,8,135,31,NA
2013,"323",NA,228,111,108,28,200,61,NA
2013,"324",NA,176,98,78,20,156,50,NA
2013,"325",NA,187,144,43,6,181,63,NA
2013,"326",NA,78,56,20,3,75,25,NA
2013,"327",NA,270,181,81,17,254,67,NA
2013,"328",NA,164,97,62,27,137,47,NA
2013,"329",NA,208,121,78,42,166,38,NA
2013,"330",NA,123,73,48,20,103,28,NA
2013,"331",NA,217,139,73,20,197,28,NA
2013,"332",NA,130,81,47,29,101,22,NA
2013,"333",NA,101,56,39,11,89,17,NA
2013,"334",NA,77,36,37,16,61,11,NA
2013,"335",NA,197,62,126,8,189,8,NA
2013,"339",NA,158,58,92,7,152,17,NA
2013,"340",NA,341,166,174,30,311,39,NA
